FrameIndex,Fish0_x,Fish0_y,Fish1_x,Fish1_y
24213,1422,813,1564,736
24214,1418,818,1579,753
24215,1416,820,1593,763
24216,1408,819,1603,762
24217,1397,819,1609,757
24218,1390,820,1617,754
24219,1386,820,1624,752
24220,1378,822,1637,757
24221,1366,826,1627,758
24222,1354,831,1613,768
24223,1346,837,1603,769
24224,1339,841,1581,777
24225,1321,850,1567,785
24226,1308,854,1526,799
24227,1287,859,1481,810
24228,1436,817,1219,856
24229,1400,822,1147,819
24230,1367,829,1147,819
24231,1325,829,1133,739
24232,1283,827,1156,716
24233,1241,822,1190,696
24234,1205,820,1218,683
24235,1173,819,1242,672
24236,1133,824,1263,664
24237,1115,833,1281,659
24238,1088,849,1295,653
24239,1070,866,1306,645
24240,1057,887,1315,639
24241,1058,896,1323,635
24242,1064,905,1327,631
24243,1069,906,1334,626
24244,1085,911,1347,623
24245,1101,918,1366,622
24246,1123,919,1389,626
24247,1147,917,1403,629
24248,1167,916,1420,632
24249,1183,915,1426,645
24250,1199,904,1423,657
24251,1216,889,1420,661
24252,1234,872,1417,669
24253,1250,854,1411,674
24254,1264,834,1407,678
24255,1270,822,1403,682
24256,1322,757,1322,757
24257,1314,745,1314,745
24258,1314,757,1314,757
24259,1275,756,1332,856
24260,1285,753,1300,913
24261,1311,766,1269,933
24262,1344,780,1239,945
24263,1383,788,1211,952
24264,1409,793,1187,957
24265,1443,794,1165,962
24266,1471,797,1147,965
24267,1494,800,1130,968
24268,1515,803,1115,972
24269,1535,807,1094,972
24270,1547,814,1077,967
24271,1576,817,1056,958
24272,1573,823,1039,954
24273,1570,829,1020,952
24274,1557,841,999,950
24275,1537,856,975,946
24276,1517,861,951,941
24277,1746,807,930,936
24278,1746,809,909,932
24279,1749,794,892,929
24280,1747,802,876,928
24281,1747,801,861,927
24282,1747,801,848,926
24283,1747,800,827,922
24284,1746,806,803,918
24285,1747,804,780,918
24286,1747,803,762,920
24287,1746,807,748,921
24288,1746,806,736,924
24289,1748,795,727,926
24290,1748,798,723,927
24291,1748,797,702,940
24292,1746,812,699,947
24293,1746,807,698,949
24294,1745,820,702,951
24295,1745,820,713,955
24296,1745,820,714,948
24297,1745,819,721,943
24298,1745,820,724,941
24299,1745,819,730,944
24300,1745,820,732,945
24301,1745,820,759,977
24302,1745,821,765,926
24303,1745,820,717,925
24304,1745,820,694,925
24305,1744,820,710,917
24306,1744,821,728,919
24307,1745,820,772,928
24308,1745,821,832,939
24309,1745,821,903,941
24310,1745,821,962,935
24311,1745,821,1011,930
24312,1744,822,1085,905
24313,1745,816,1179,867
24314,1745,819,1303,828
24315,1745,819,1330,785
24316,1745,820,1364,755
24317,1745,820,1374,747
24318,1745,820,1382,749
24319,1745,819,1402,766
24320,1745,820,1381,780
24321,1745,819,1339,809
24322,1745,818,1267,874
24323,1745,819,1210,904
24324,1745,819,1157,877
24325,1745,818,1153,870
24326,1745,819,1181,847
24327,1745,819,1161,850
24328,1745,818,1177,841
24329,1745,818,1201,831
24330,1745,818,1251,805
24331,1745,818,1298,777
24332,1745,818,1366,692
