FrameIndex,Fish0_x,Fish0_y,Fish1_x,Fish1_y,Behavior,Fish0_moving_distance,Fish1_moving_distance,Fish0_moving_direction,Fish1_moving_direction
0,112,563,704,804,0,85.15,3.61,0,0
1,107,478,707,806,0,85.09,7.28,0,0
2,103,393,714,808,0,93.09,9.22,0,0
3,99,300,723,810,0,0.0,7.07,0,0
4,99,300,730,811,0,0.0,2.0,0,0
5,99,300,732,811,0,0.0,5.39,0,0
6,99,300,734,806,0,0.0,12.21,0,0
7,99,300,741,796,0,5.1,19.85,0,0
8,100,305,756,783,0,8.06,23.32,0,0
9,101,313,776,771,0,9.06,23.09,0,0
10,102,322,798,764,0,3.0,21.59,0,0
11,102,325,819,759,0,0.0,16.28,0,0
12,102,325,835,756,0,0.0,18.68,0,0
13,102,325,853,751,0,0.0,16.64,0,0
14,102,325,867,742,0,0.0,15.0,0,0
15,102,325,879,733,0,3.16,10.3,0,0
16,101,322,888,728,0,2.0,27.07,0,0
17,101,320,915,726,0,2.0,57.01,0,0
18,101,318,972,725,0,0.0,69.01,0,0
19,101,318,1041,726,0,2.0,65.01,0,0
20,101,320,1106,725,0,2.0,46.17,0,0
21,101,322,1152,721,0,2.24,43.1,0,0
22,102,324,1195,718,0,1.0,37.01,0,0
23,102,325,1232,717,0,0.0,32.98,0,0
24,102,325,1264,725,0,0.0,22.02,0,0
25,102,325,1281,739,0,0.0,17.03,0,0
26,102,325,1292,752,0,0.0,8.06,0,0
27,102,325,1296,759,0,1.0,14.42,0,0
28,102,324,1288,771,0,0.0,32.89,0,0
29,102,324,1257,782,0,1.41,51.62,0,0
30,101,323,1206,790,0,1.0,53.08,0,0
31,101,322,1153,787,0,3.16,47.1,0,0
32,100,319,1106,784,0,1.0,35.36,0,0
33,100,320,1071,789,0,1.0,30.41,0,0
34,100,319,1044,803,0,2.0,22.2,0,0
35,100,321,1031,821,0,3.0,16.28,0,0
36,100,318,1028,837,0,0.0,22.09,0,0
37,100,318,1050,839,0,1.0,23.09,0,0
38,100,317,1073,837,0,1.0,21.38,0,0
39,100,316,1094,833,0,1.0,0.0,0,0
40,100,315,1094,833,0,0.0,0.0,0,0
41,100,315,1094,833,0,0.0,0.0,0,0
42,100,315,1094,833,0,5.0,0.0,0,0
43,100,310,1094,833,0,1.41,0.0,0,0
44,99,309,1094,833,0,2.0,0.0,0,0
45,99,307,1094,833,0,4.0,0.0,0,0
46,99,311,1094,833,0,2.24,0.0,0,0
47,98,309,1094,833,0,1.0,0.0,0,0
48,98,308,1094,833,0,8.25,0.0,0,0
49,96,300,1094,833,0,9.06,0.0,0,0
50,97,309,1094,833,0,15.3,0.0,0,0
51,100,324,1094,833,0,17.46,0.0,0,0
52,104,341,1094,833,0,2.0,0.0,0,0
53,104,343,1094,833,0,4.12,0.0,0,0
54,103,339,1094,833,0,0.0,0.0,0,0
55,103,339,1094,833,0,1.41,0.0,0,0
56,102,338,1094,833,0,13.04,0.0,0,0
57,101,325,1094,833,0,10.05,0.0,0,0
58,102,335,1094,833,0,4.12,0.0,0,0
59,103,339,1094,833,0,9.0,0.0,0,0
60,103,348,1094,833,0,19.42,0.0,0,0
61,99,329,1094,833,0,9.22,0.0,0,0
62,97,320,1094,833,0,2.0,0.0,0,0
63,97,318,1094,833,0,3.61,0.0,0,0
64,99,321,1094,833,0,1.0,0.0,0,0
65,99,322,1094,833,0,1.0,0.0,0,0
66,98,322,1094,833,0,1.0,0.0,0,0
67,98,323,1094,833,0,1.0,0.0,0,0
68,98,322,1094,833,0,0.0,0.0,0,0
69,98,322,1094,833,0,1.0,0.0,0,0
70,98,321,1094,833,0,1.0,0.0,0,0
71,98,322,1094,833,0,3.0,0.0,0,0
72,98,325,1094,833,0,3.16,0.0,0,0
73,99,328,1094,833,0,2.0,0.0,0,0
74,99,330,1094,833,0,0.0,0.0,0,0
75,99,330,1094,833,0,0.0,0.0,0,0
76,99,330,1094,833,0,1.0,0.0,0,0
77,99,329,1094,833,0,0.0,0.0,0,0
78,99,329,1094,833,0,0.0,0.0,0,0
79,99,329,1094,833,0,0.0,0.0,0,0
80,99,329,1094,833,0,0.0,0.0,0,0
81,99,329,1094,833,0,0.0,0.0,0,0
82,99,329,1094,833,0,1.41,0.0,0,0
83,98,328,1094,833,0,1.0,0.0,0,0
84,98,327,1094,833,0,2.0,0.0,0,0
85,98,325,1094,833,0,2.24,0.0,0,0
86,99,323,1094,833,0,2.0,0.0,0,0
87,99,325,1094,833,0,3.0,0.0,0,0
88,99,328,1094,833,0,4.0,0.0,0,0
89,99,332,1094,833,0,1.41,0.0,0,0
90,100,331,1094,833,0,0.0,0.0,0,0
91,100,331,1094,833,0,3.0,0.0,0,0
92,100,328,1094,833,0,0.0,0.0,0,0
93,100,328,1094,833,0,1.0,0.0,0,0
94,100,327,1094,833,0,3.0,0.0,0,0
95,100,330,1094,833,0,0.0,0.0,0,0
96,100,330,1094,833,0,3.0,0.0,0,0
97,100,333,1094,833,0,2.24,0.0,0,0
98,101,335,1094,833,0,5.0,0.0,0,0
99,101,330,1094,833,0,6.08,0.0,0,0
100,100,324,1094,833,0,5.1,0.0,0,0
101,99,319,1094,833,0,2.0,0.0,0,0
102,99,321,1094,833,0,1.0,0.0,0,0
103,99,322,1094,833,0,0.0,0.0,0,0
104,99,322,1094,833,0,1.0,0.0,0,0
105,99,323,1094,833,0,0.0,0.0,0,0
106,99,323,1094,833,0,0.0,0.0,0,0
107,99,323,1094,833,0,1.0,0.0,0,0
108,98,323,1094,833,0,0.0,0.0,0,0
109,98,323,1094,833,0,0.0,0.0,0,0
110,98,323,1094,833,0,1.41,0.0,0,0
111,99,324,1094,833,0,1.0,0.0,0,0
112,98,324,1094,833,0,2.0,0.0,0,0
113,98,326,1094,833,0,1.0,0.0,0,0
114,98,327,1094,833,0,2.24,0.0,0,0
115,99,329,1094,833,0,1.0,0.0,0,0
116,99,330,1094,833,0,0.0,0.0,0,0
117,99,330,1094,833,0,0.0,0.0,0,0
118,99,330,1094,833,0,1.0,0.0,0,0
119,98,330,1094,833,0,1.0,0.0,0,0
120,98,329,1094,833,0,0.0,0.0,0,0
121,98,329,1094,833,0,3.16,0.0,0,0
122,97,326,1094,833,0,1.41,0.0,0,0
123,96,325,1094,833,0,0.0,0.0,0,0
124,96,325,1094,833,0,2.0,0.0,0,0
125,96,323,1094,833,0,1.0,0.0,0,0
126,97,323,1094,833,0,2.24,0.0,0,0
127,98,321,1094,833,0,1.0,0.0,0,0
128,98,322,1094,833,0,1.0,0.0,0,0
129,98,321,1094,833,0,0.0,0.0,0,0
130,98,321,1094,833,0,1.0,0.0,0,0
131,98,320,1094,833,0,0.0,0.0,0,0
132,98,320,1094,833,0,0.0,0.0,0,0
133,98,320,1094,833,0,3.16,0.0,0,0
134,97,323,1094,833,0,2.0,0.0,0,0
135,97,325,1094,833,0,3.16,0.0,0,0
136,96,328,1094,833,0,1.41,0.0,0,0
137,97,327,1094,833,0,0.0,0.0,0,0
138,97,327,1094,833,0,0.0,0.0,0,0
139,97,327,1094,833,0,0.0,0.0,0,0
140,97,327,1094,833,0,1.41,0.0,0,0
141,96,326,1094,833,0,1.0,0.0,0,0
142,96,325,1094,833,0,1.0,0.0,0,0
143,96,324,1094,833,0,1.0,0.0,0,0
144,96,323,1094,833,0,1.0,0.0,0,0
145,97,323,1094,833,0,0.0,0.0,0,0
146,97,323,1094,833,0,0.0,0.0,0,0
147,97,323,1094,833,0,1.0,0.0,0,0
148,97,324,1094,833,0,4.0,0.0,0,0
149,97,320,1094,833,0,2.0,0.0,0,0
150,97,318,1094,833,0,4.12,0.0,0,0
151,98,314,1094,833,0,2.0,0.0,0,0
152,98,316,1094,833,0,4.0,0.0,0,0
153,98,320,1094,833,0,2.24,0.0,0,0
154,97,322,1094,833,0,5.0,0.0,0,0
155,97,327,1094,833,0,8.06,0.0,0,0
156,96,319,1094,833,0,1.41,0.0,0,0
157,97,320,1094,833,0,4.12,0.0,0,0
158,96,316,1094,833,0,0.0,0.0,0,0
159,96,316,1094,833,0,1.41,0.0,0,0
160,95,317,1094,833,0,1.0,0.0,0,0
161,95,318,1094,833,0,2.0,0.0,0,0
162,95,320,1094,833,0,2.24,0.0,0,0
163,96,322,1094,833,0,15.3,0.0,0,0
164,99,337,1094,833,0,2.0,0.0,0,0
165,101,337,1094,833,0,15.13,0.0,0,0
166,103,352,1094,833,0,17.12,0.0,0,0
167,101,335,1094,833,0,1.0,0.0,0,0
168,101,334,1094,833,0,19.1,0.0,0,0
169,99,315,1094,833,0,0.0,0.0,0,0
170,99,315,1094,833,0,0.0,0.0,0,0
171,99,315,1094,833,0,0.0,0.0,0,0
172,99,315,1094,833,0,1.41,0.0,0,0
173,98,314,1094,833,0,1.0,0.0,0,0
174,98,315,1094,833,0,1.0,0.0,0,0
175,98,314,1094,833,0,1.0,0.0,0,0
176,98,315,1094,833,0,1.0,0.0,0,0
177,98,314,1094,833,0,1.0,0.0,0,0
178,98,315,1094,833,0,0.0,0.0,0,0
179,98,315,1094,833,0,1.0,0.0,0,0
180,98,316,1094,833,0,0.0,0.0,0,0
181,98,316,1094,833,0,0.0,0.0,0,0
182,98,316,1094,833,0,0.0,0.0,0,0
183,98,316,1094,833,0,1.0,0.0,0,0
184,98,317,1094,833,0,0.0,0.0,0,0
185,98,317,1094,833,0,1.0,0.0,0,0
186,98,318,1094,833,0,0.0,0.0,0,0
187,98,318,1094,833,0,0.0,0.0,0,0
188,98,318,1094,833,0,0.0,0.0,0,0
189,98,318,1094,833,0,1.0,0.0,0,0
190,98,317,1094,833,0,3.0,0.0,0,0
191,98,320,1094,833,0,16.03,0.0,0,0
192,97,304,1094,833,0,11.18,0.0,0,0
193,95,293,1094,833,0,14.14,0.0,0,0
194,93,279,1094,833,0,8.0,0.0,0,0
195,93,287,1094,833,0,3.16,0.0,0,0
196,94,290,1094,833,0,2.0,0.0,0,0
197,94,292,1094,833,0,8.06,0.0,0,0
198,93,284,1094,833,0,10.2,0.0,0,0
199,91,274,1094,833,0,7.07,0.0,0,0
200,90,267,1094,833,0,1.0,0.0,0,0
201,90,268,1094,833,0,2.24,0.0,0,0
202,92,267,1094,833,0,9.0,0.0,0,0
203,92,258,1094,833,0,1.41,0.0,0,0
204,91,257,1094,833,0,7.21,0.0,0,0
205,85,261,1094,833,0,12.65,0.0,0,0
206,81,273,1094,833,0,8.6,0.0,0,0
207,76,266,1094,833,0,97.33,0.0,0,0
208,84,363,1094,833,0,97.25,0.0,0,0
209,91,460,1094,833,0,98.48,0.0,0,0
210,108,557,1094,833,0,14.42,0.0,0,0
211,116,545,1094,833,0,14.21,0.0,0,0
212,125,534,1094,833,0,1.41,0.0,0,0
213,124,533,1094,833,0,42.05,0.0,0,0
214,126,575,1094,833,0,74.06,0.0,0,0
215,129,649,1094,833,0,75.11,0.0,0,0
216,133,724,1094,833,0,33.02,0.0,0,0
217,134,757,1094,833,0,2.24,0.0,0,0
218,135,759,1094,833,0,0.0,0.0,0,0
219,135,759,1094,833,0,0.0,0.0,0,0
220,135,759,1094,833,0,0.0,0.0,0,0
221,135,759,1094,833,0,1.41,0.0,0,0
222,136,760,1094,833,0,30.02,0.0,0,0
223,135,730,1094,833,0,4.12,0.0,0,0
224,134,734,1094,833,0,0.0,0.0,0,0
225,134,734,1094,833,0,28.02,0.0,0,0
226,135,762,1094,833,0,27.17,0.0,0,0
227,138,735,1094,833,0,12.08,0.0,0,0
228,143,724,1094,833,0,2.0,0.0,0,0
229,143,726,1094,833,0,24.08,0.0,0,0
230,141,750,1094,833,0,12.08,0.0,0,0
231,136,761,1094,833,0,1.0,0.0,0,0
232,137,761,1094,833,0,0.0,0.0,0,0
233,137,761,1094,833,0,1.41,0.0,0,0
234,136,760,1094,833,0,0.0,0.0,0,0
235,136,760,1094,833,0,1.0,0.0,0,0
236,136,761,1094,833,0,0.0,0.0,0,0
237,136,761,1094,833,0,0.0,0.0,0,0
238,136,761,1094,833,0,1.0,0.0,0,0
239,136,760,1094,833,0,1.0,0.0,0,0
240,136,761,1094,833,0,0.0,0.0,0,0
241,136,761,1094,833,0,0.0,0.0,0,0
242,136,761,1094,833,0,0.0,0.0,0,0
243,136,761,1094,833,0,0.0,0.0,0,0
244,136,761,1094,833,0,0.0,0.0,0,0
245,136,761,1094,833,0,0.0,0.0,0,0
246,136,761,1094,833,0,0.0,0.0,0,0
247,136,761,1094,833,0,2.0,0.0,0,0
248,136,759,1094,833,0,1.0,0.0,0,0
249,136,760,1094,833,0,0.0,0.0,0,0
250,136,760,1094,833,0,1.0,0.0,0,0
251,136,761,1094,833,0,1.0,0.0,0,0
252,136,760,1094,833,0,0.0,0.0,0,0
253,136,760,1094,833,0,1.0,0.0,0,0
254,136,761,1094,833,0,1.0,0.0,0,0
255,136,762,1094,833,0,0.0,0.0,0,0
256,136,762,1094,833,0,0.0,0.0,0,0
257,136,762,1094,833,0,0.0,0.0,0,0
258,136,762,1094,833,0,0.0,0.0,0,0
259,136,762,1094,833,0,1.0,0.0,0,0
260,136,761,1094,833,0,3.61,0.0,0,0
261,138,758,1094,833,0,0.0,0.0,0,0
262,138,758,1094,833,0,0.0,0.0,0,0
263,138,758,1094,833,0,1.0,0.0,0,0
264,138,759,1094,833,0,0.0,0.0,0,0
265,138,759,1094,833,0,1.0,0.0,0,0
266,138,758,1094,833,0,11.18,0.0,0,0
267,140,747,1094,833,0,23.09,0.0,0,0
268,142,724,1094,833,0,8.6,0.0,0,0
269,147,717,1094,833,0,13.93,0.0,0,0
270,142,704,1094,833,0,27.07,0.0,0,0
271,140,731,1094,833,0,11.66,0.0,0,0
272,134,721,1094,833,0,28.02,0.0,0,0
273,135,749,1094,833,0,34.0,0.0,0,0
274,135,715,1094,833,0,22.02,0.0,0,0
275,134,737,1094,833,0,32.02,0.0,0,0
276,135,705,1094,833,0,3.0,0.0,0,0
277,138,705,1094,833,0,31.14,0.0,0,0
278,141,674,1094,833,0,5.39,0.0,0,0
279,143,679,1094,833,0,6.0,0.0,0,0
280,143,685,1094,833,0,5.1,0.0,0,0
281,144,690,1094,833,0,5.0,0.0,0,0
282,144,695,1094,833,0,5.1,0.0,0,0
283,145,700,1094,833,0,4.0,0.0,0,0
284,145,704,1094,833,0,11.18,0.0,0,0
285,143,693,1094,833,0,19.42,0.0,0,0
286,139,674,1094,833,0,1.0,0.0,0,0
287,139,673,1094,833,0,12.37,0.0,0,0
288,142,685,1094,833,0,16.28,0.0,0,0
289,145,701,1094,833,0,4.0,0.0,0,0
290,145,697,1094,833,0,0.0,0.0,0,0
291,145,697,1094,833,0,3.0,0.0,0,0
292,145,700,1094,833,0,6.08,0.0,0,0
293,146,706,1094,833,0,2.0,0.0,0,0
294,146,708,1094,833,0,1.0,0.0,0,0
295,146,709,1094,833,0,1.0,0.0,0,0
296,146,708,1094,833,0,2.24,0.0,0,0
297,145,706,1094,833,0,1.0,0.0,0,0
298,145,705,1094,833,0,5.1,0.0,0,0
299,146,710,1094,833,0,17.26,0.0,0,0
300,143,727,1094,833,0,16.28,0.0,0,0
301,140,743,1094,833,0,12.37,0.0,0,0
302,137,755,1094,833,0,3.0,0.0,0,0
303,137,758,1094,833,0,2.24,0.0,0,0
304,136,760,1094,833,0,5.39,0.0,0,0
305,141,758,1094,833,0,30.02,0.0,0,0
306,140,728,1094,833,0,2.0,0.0,0,0
307,140,726,1094,833,0,6.4,0.0,0,0
308,135,730,1094,833,0,30.02,0.0,0,0
309,136,760,1094,833,0,2.0,0.0,0,0
310,136,762,1094,833,0,0.0,0.0,0,0
311,136,762,1094,833,0,0.0,0.0,0,0
312,136,762,1094,833,0,0.0,0.0,0,0
313,136,762,1094,833,0,1.41,0.0,0,0
314,137,763,1094,833,0,0.0,0.0,0,0
315,137,763,1094,833,0,2.0,0.0,0,0
316,137,761,1094,833,0,14.32,0.0,0,0
317,140,747,1094,833,0,1.0,0.0,0,0
318,140,748,1094,833,0,13.34,0.0,0,0
319,143,735,1094,833,0,2.0,0.0,0,0
320,143,737,1094,833,0,5.1,0.0,0,0
321,144,732,1094,833,0,15.3,0.0,0,0
322,141,747,1094,833,0,10.77,0.0,0,0
323,137,757,1094,833,0,4.0,0.0,0,0
324,137,761,1094,833,0,2.0,0.0,0,0
325,137,759,1094,833,0,24.02,0.0,0,0
326,136,735,1094,833,0,4.0,0.0,0,0
327,136,739,1094,833,0,14.32,0.0,0,0
328,139,725,1094,833,0,10.77,0.0,0,0
329,143,735,1094,833,0,21.21,0.0,0,0
330,146,714,1094,833,0,16.28,0.0,0,0
331,143,730,1094,833,0,4.12,0.0,0,0
332,142,726,1094,833,0,3.16,0.0,0,0
333,141,723,1094,833,0,0.0,0.0,0,0
334,141,723,1094,833,0,20.1,0.0,0,0
335,139,743,1094,833,0,8.06,0.0,0,0
336,138,735,1094,833,0,31.06,0.0,0,0
337,140,704,1094,833,0,30.02,0.0,0,0
338,141,674,1094,833,0,8.25,0.0,0,0
339,139,666,1094,833,0,31.02,0.0,0,0
340,138,697,1094,833,0,30.02,0.0,0,0
341,137,727,1094,833,0,38.01,0.0,0,0
342,138,765,1094,833,0,2.0,0.0,0,0
343,138,763,1094,833,0,0.0,0.0,0,0
344,138,763,1094,833,0,1.0,0.0,0,0
345,138,764,1094,833,0,0.0,0.0,0,0
346,138,764,1094,833,0,0.0,0.0,0,0
347,138,764,1094,833,0,29.02,0.0,0,0
348,137,735,1094,833,0,5.0,0.0,0,0
349,137,740,1094,833,0,1.41,0.0,0,0
350,136,741,1094,833,0,3.0,0.0,0,0
351,136,738,1094,833,0,1.0,0.0,0,0
352,136,737,1094,833,0,0.0,0.0,0,0
353,136,737,1094,833,0,1.0,0.0,0,0
354,136,736,1094,833,0,477.22,0.0,0,0
355,587,580,1094,833,0,480.04,0.0,0,0
356,1043,430,1094,833,0,477.8,0.0,0,0
357,1507,316,1094,833,0,20.62,0.0,0,0
358,1526,324,1094,833,0,19.72,0.0,0,0
359,1543,334,1094,833,0,19.24,0.0,0,0
360,1562,337,1094,833,0,19.92,0.0,0,0
361,1581,343,1094,833,0,18.68,0.0,0,0
362,1599,348,1094,833,0,16.12,0.0,0,0
363,1607,362,1094,833,0,11.18,0.0,0,0
364,1609,373,1094,833,0,4.12,0.0,0,0
365,1608,377,1094,833,0,3.61,0.0,0,0
366,1606,380,1094,833,0,3.61,0.0,0,0
367,1603,382,1094,833,0,16.03,0.0,0,0
368,1587,383,1094,833,0,24.02,0.0,0,0
369,1563,384,1094,833,0,31.26,0.0,0,0
370,1532,388,1094,833,0,25.5,0.0,0,0
371,1507,393,1094,833,0,19.42,0.0,0,0
372,1488,397,1094,833,0,15.0,0.0,0,0
373,1473,397,1094,833,0,12.17,0.0,0,0
374,1461,395,1094,833,0,11.4,0.0,0,0
375,1450,392,1094,833,0,12.37,0.0,0,0
376,1438,389,1094,833,0,14.14,0.0,0,0
377,1424,387,1094,833,0,18.36,0.0,0,0
378,1408,378,1094,833,0,18.38,0.0,0,0
379,1395,365,1094,833,0,15.3,0.0,0,0
380,1392,350,1094,833,0,7.28,0.0,0,0
381,1394,343,1094,833,0,17.03,0.0,0,0
382,1411,344,1094,833,0,23.77,0.0,0,0
383,1433,353,1094,833,0,29.73,0.0,0,0
384,1461,363,1094,833,0,24.17,0.0,0,0
385,1483,373,1094,833,0,17.8,0.0,0,0
386,1497,384,1094,833,0,18.03,0.0,0,0
387,1512,394,1094,833,0,14.76,0.0,0,0
388,1525,401,1094,833,0,14.56,0.0,0,0
389,1539,405,1094,833,0,9.22,0.0,0,0
390,1548,403,1094,833,0,3.16,0.0,0,0
391,1549,400,1094,833,0,12.37,0.0,0,0
392,1546,388,1094,833,0,17.2,0.0,0,0
393,1532,378,1094,833,0,20.59,0.0,0,0
394,1514,368,1094,833,0,24.08,0.0,0,0
395,1490,366,1094,833,0,24.19,0.0,0,0
396,1466,363,1094,833,0,20.62,0.0,0,0
397,1446,358,1094,833,0,14.87,0.0,0,0
398,1432,353,1094,833,0,13.0,0.0,0,0
399,1420,348,1094,833,0,12.08,0.0,0,0
400,1409,343,1094,833,0,12.08,0.0,0,0
401,1398,338,1094,833,0,11.05,0.0,0,0
402,1387,337,1094,833,0,10.05,0.0,0,0
403,1377,338,1094,833,0,7.81,0.0,0,0
404,1372,344,1094,833,0,9.9,0.0,0,0
405,1379,351,1094,833,0,18.36,0.0,0,0
406,1395,360,1094,833,0,20.25,0.0,0,0
407,1414,367,1094,833,0,19.31,0.0,0,0
408,1432,374,1094,833,0,16.16,0.0,0,0
409,1447,380,1094,833,0,18.68,0.0,0,0
410,1465,385,1094,833,0,21.21,0.0,0,0
411,1486,388,1094,833,0,21.02,0.0,0,0
412,1507,389,1094,833,0,14.0,0.0,0,0
413,1521,389,1094,833,0,10.0,0.0,0,0
414,1531,389,1094,833,0,6.08,0.0,0,0
415,1537,388,1094,833,0,5.39,0.0,0,0
416,1542,386,1094,833,0,8.0,0.0,0,0
417,1534,386,1094,833,0,20.0,0.0,0,0
418,1514,386,1094,833,0,32.06,0.0,0,0
419,1482,388,1094,833,0,34.13,0.0,0,0
420,1448,391,1094,833,0,30.02,0.0,0,0
421,1418,392,1094,833,0,24.02,0.0,0,0
422,1394,393,1094,833,0,21.0,0.0,0,0
423,1373,393,1094,833,0,38.01,0.0,0,0
424,1335,392,1094,833,0,59.44,0.0,0,0
425,1277,405,1094,833,0,77.79,0.0,0,0
426,1203,429,1094,833,0,73.35,0.0,0,0
427,1137,461,1094,833,0,58.31,0.0,0,0
428,1083,483,1094,833,0,48.7,0.0,0,0
429,1037,499,1094,833,0,39.85,0.0,0,0
430,999,511,1094,833,0,34.79,0.0,0,0
431,966,522,1094,833,0,30.08,0.0,0,0
432,937,530,1094,833,0,24.74,0.0,0,0
433,913,536,1094,833,0,25.32,0.0,0,0
434,888,540,1094,833,0,23.54,0.0,0,0
435,865,545,1094,833,0,25.3,0.0,0,0
436,841,553,1094,833,0,20.59,0.0,0,0
437,823,563,1094,833,0,15.0,0.0,0,0
438,814,575,1094,833,0,12.65,0.0,0,0
439,818,587,1094,833,0,19.1,0.0,0,0
440,832,600,1094,833,0,21.63,0.0,0,0
441,850,612,1094,833,0,19.24,0.0,0,0
442,867,621,1094,833,0,14.76,0.0,0,0
443,880,628,1094,833,0,12.08,0.0,0,0
444,891,633,1094,833,0,11.18,0.0,0,0
445,901,638,1094,833,0,9.85,0.0,0,0
446,910,642,1094,833,0,9.49,0.0,0,0
447,919,645,1094,833,0,14.14,0.0,0,0
448,933,647,1094,833,0,18.03,0.0,0,0
449,951,648,1094,833,0,24.02,0.0,0,0
450,975,649,1094,833,0,24.02,0.0,0,0
451,999,650,1094,833,0,29.07,0.0,0,0
452,1028,648,1094,833,0,32.25,0.0,0,0
453,1060,644,1094,833,0,33.54,0.0,0,0
454,1093,638,1094,833,0,31.78,0.0,0,0
455,1124,631,1094,833,0,26.68,0.0,0,0
456,1150,625,1094,833,0,24.74,0.0,0,0
457,1174,619,1094,833,0,21.59,0.0,0,0
458,1195,614,1094,833,0,19.42,0.0,0,0
459,1214,610,1094,833,0,23.77,0.0,0,0
460,1237,604,1094,833,0,31.58,0.0,0,0
461,1268,598,1094,833,0,38.64,0.0,0,0
462,1306,591,1094,833,0,37.48,0.0,0,0
463,1343,585,1094,833,0,34.23,0.0,0,0
464,1377,581,1094,833,0,31.26,0.0,0,0
465,1408,577,1094,833,0,28.16,0.0,0,0
466,1436,574,1094,833,0,24.33,0.0,0,0
467,1460,570,1094,833,0,22.09,0.0,0,0
468,1482,568,1094,833,0,18.11,0.0,0,0
469,1500,566,1094,833,0,17.12,0.0,0,0
470,1517,564,1094,833,0,16.12,0.0,0,0
471,1533,562,1094,833,0,15.13,0.0,0,0
472,1548,560,1094,833,0,13.15,0.0,0,0
473,1561,558,1094,833,0,16.12,0.0,0,0
474,1577,556,1094,833,0,10.0,0.0,0,0
475,1587,556,1094,833,0,22.02,0.0,0,0
476,1604,570,1094,833,0,14.87,0.0,0,0
477,1615,580,1094,833,0,9.49,0.0,0,0
478,1624,583,1094,833,0,13.04,0.0,0,0
479,1623,570,1094,833,0,4.12,0.0,0,0
480,1627,571,1094,833,0,11.05,0.0,0,0
481,1638,572,1094,833,0,9.06,0.0,0,0
482,1647,573,1094,833,0,12.65,0.0,0,0
483,1651,561,1094,833,0,9.06,0.0,0,0
484,1652,552,1094,833,0,7.07,0.0,0,0
485,1653,545,1094,833,0,4.0,0.0,0,0
486,1653,541,1094,833,0,8.94,0.0,0,0
487,1649,533,1094,833,0,13.0,0.0,0,0
488,1637,528,1094,833,0,22.09,0.0,0,0
489,1615,526,1094,833,0,27.17,0.0,0,0
490,1588,529,1094,833,0,29.27,0.0,0,0
491,1559,533,1094,833,0,29.15,0.0,0,0
492,1530,536,1094,833,0,32.14,0.0,0,0
493,1498,539,1094,833,0,34.06,0.0,0,0
494,1464,541,1094,833,0,33.14,0.0,0,0
495,1431,544,1094,833,0,30.02,0.0,0,0
496,1401,545,1094,833,0,25.02,0.0,0,0
497,1376,546,1094,833,0,22.0,15.13,0,0
498,1354,546,1092,818,0,23.02,13.04,0,0
499,1331,547,1081,811,0,29.12,20.1,0,0
500,1303,555,1061,813,1,35.47,32.56,0,0
501,1270,568,1037,835,1,38.95,22.8,0,0
502,1236,587,1019,849,1,35.23,12.08,0,0
503,1207,607,1008,854,1,34.83,10.2,0,0
504,1180,629,998,852,1,34.71,12.53,0,0
505,1154,652,992,841,1,33.94,15.13,0,0
506,1130,676,990,826,1,29.73,19.92,0,0
507,1108,696,996,807,1,25.5,12.08,0,0
508,1089,713,1001,796,1,27.02,25.0,0,0
509,1068,730,1016,776,1,27.2,12.21,0,0
510,1046,746,1023,766,1,25.0,5.83,0,0
511,1026,761,1026,761,1,19.21,26.83,0,0
512,1011,773,1050,773,1,16.28,39.05,0,0
513,1000,785,1088,782,1,18.36,50.04,0,0
514,984,794,1138,784,1,18.79,26.93,0,0
515,967,802,1163,774,1,18.97,28.84,0,0
516,949,808,1187,758,1,16.28,23.32,0,0
517,933,811,1207,746,1,5.66,12.08,0,0
518,929,815,1218,741,1,11.05,5.1,0,0
519,940,816,1223,742,0,33.38,0.0,0,0
520,973,811,1223,742,0,44.6,0.0,0,0
521,1015,796,1223,742,4,51.48,40.0,0,0
522,1060,771,1183,742,4,52.43,29.15,0,0
523,1103,741,1156,731,4,48.41,71.18,0,0
524,1141,711,1151,660,4,44.69,64.78,0,0
525,1175,682,1161,596,4,37.01,50.99,0,0
526,1204,659,1139,550,4,30.61,66.73,0,0
527,1228,640,1076,572,4,23.02,57.69,0,0
528,1247,627,1028,604,4,18.36,49.5,0,0
529,1263,618,993,639,4,15.23,38.95,0,0
530,1277,612,974,673,4,13.93,27.78,0,0
531,1290,607,960,697,4,11.7,21.63,0,0
532,1301,603,948,715,4,18.25,15.81,0,0
533,1319,600,939,728,4,16.76,20.0,0,0
534,1335,595,927,744,4,15.81,18.44,0,0
535,1350,600,923,762,4,25.94,21.21,0,0
536,1338,623,920,783,0,39.05,13.6,0,0
537,1313,653,924,796,4,42.2,8.06,0,0
538,1279,678,923,804,4,33.11,3.16,0,0
539,1249,692,922,807,4,42.15,5.0,0,0
540,1210,708,918,810,4,56.65,5.39,0,0
541,1157,728,913,812,4,62.03,16.12,0,0
542,1099,750,897,814,4,54.71,30.07,0,0
543,1047,767,867,812,4,43.42,40.2,0,0
544,1005,778,827,808,4,35.69,37.34,0,0
545,970,785,790,803,4,28.44,30.81,0,0
546,942,790,760,796,4,24.33,18.87,0,0
547,918,794,744,786,4,20.22,10.2,0,0
548,898,797,746,776,4,18.11,26.4,0,0
549,880,799,770,765,4,17.12,30.81,0,0
550,863,801,800,758,4,17.12,27.29,0,0
551,846,803,827,754,4,13.0,24.0,0,0
