VideoName,BehaviorName,StartFrame,EndFrame,BehaviorType,DTW_distance,Fish0_avg_velocity,Fish1_avg_velocity,Fish0_min_velocity,Fish1_min_velocity,Fish0_max_velocity,Fish1_max_velocity,Fish0_movement_length,Fish1_movement_length,movement_length_differnece,Fish0_moving_direction_x,Fish0_moving_direction_y,Fish1_moving_direction_x,Fish1_moving_direction_y,same_direction_ratio,max_vector_angle,min_vector_angle,avg_vector_angle
1-14,bite,3211,3233,0,0.0648290353828981,0.1507410911384421,0.0978245209623973,0.097110949259529,0.0744047619047619,0.2822303319531195,0.0150190878038979,0.035330238444332,0.0227799073425731,0.5838069502056835,0.3860145513338722,0.5327342747111682,0.4633044787354159,0.5431789737171464,0.77,0.8879092288790924,0.0734985907349859,0.3347679892400806
1-14,bite,3464,3470,0,0.0,0.0397350993377483,0.0939345915574124,0.0,0.0948660714285714,0.0,0.0107871207554751,0.0,0.0006520261507595,0.5593142739117714,0.4745351657235246,0.3632862644415918,0.5054572826496049,0.4605757196495619,0.17,0.6232564862325649,0.0,0.2218560860793544
1-14,bite,3749,3782,0,0.0636800377644866,0.4388205613371175,0.3645007923930269,0.0,0.0558035714285714,0.2014527335251597,0.0654008438818565,0.1285979315702068,0.0986107537155751,0.5899860582798327,0.0638641875505254,0.3838254172015404,0.181031238238615,0.3942428035043804,0.79,0.8842957288429574,0.0,0.1293207800941493
1-14,bite,3903,3930,0,0.0808674686156463,0.532008830022075,0.4152139461172741,0.0,0.0930059523809523,0.3621306758369008,0.0803194695599758,0.122393380827692,0.0883679969982192,0.6070293808843527,0.765561843168957,0.6611039794608472,0.8464433571697403,0.6433041301627034,0.81,0.8518464985184651,0.0,0.183591123066577
1-14,bite,15816,15846,0,0.0424670175398338,0.1767581204667297,0.2221581904624693,0.0,0.0,0.1439750157905818,0.1044178219811131,0.0567076240879372,0.0594174207854864,0.5205631766467582,0.5194017784963622,0.3145057766367137,0.5641701166729395,0.1964956195244055,0.4,0.9941461299414612,0.0,0.2835238735709482
1-14,bite,4139,4176,0,0.095032429269444,0.1368653421633553,0.1169860250684339,0.0,0.0,0.1098673591129201,0.0532825999598151,0.0604869833695881,0.0483022202720671,0.5684538460214462,0.5068714632174616,0.4261874197689345,0.5284155062100113,0.4042553191489361,0.35,0.912553299125533,0.0,0.4608607935440484
1-14,bite,13430,13498,0,0.1283140221964704,0.184326710816777,0.1998271142486673,0.0728332119446467,0.0,0.2079093269703137,0.143836648583484,0.1419524884064768,0.1346054677928812,0.5064665484775986,0.6212611156022635,0.3145057766367137,0.5867519759126836,0.5256570713391739,0.63,0.9478933294789332,0.0,0.2530598520511096
1-14,bite,13337,13368,0,0.1148571456670004,0.238095238095238,0.0946549488546319,0.0,0.0,0.2886518352165064,0.0741536065903154,0.0732149298233303,0.0344569165519298,0.6505344326064133,0.5436540016168149,0.337612323491656,0.4708317651486639,0.5256570713391739,0.65,0.908506179085062,0.0,0.2902488231338265
1-14,bite,12923,12944,0,0.1813334600891333,0.271838536739199,0.5577006195072757,0.0,0.0262276785714285,0.1727840550214049,0.0878541289933695,0.0522967301771374,0.086834300266244,0.4161689529940274,0.5206143896523847,0.3979460847240051,0.7568686488520888,0.3854818523153942,0.71,1.0,0.0058538700585387,0.3460659045057161
1-14,bite,6620,6638,0,0.1129541695828695,0.0529801324503311,0.1659703212793545,0.0485554746297645,0.0372023809523809,0.1236578005474068,0.0421689772955595,0.0145966980464282,0.025510010549291,0.5166629373999553,0.5242522231204527,0.4210526315789473,0.5024463680843057,0.5544430538172715,0.72,0.9183348991833488,0.010117800101178,0.3823133826496302
